text,department,category,subcategory,priority
"good morning sir, street light 1 hafte se band hai Karol Bagh me",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
hello sir my name is rahul and bus stop shelter shade damaged and rusted near Vasant Kunj,Municipal Transport Department,Transport,Bus Stop Damage,LOW
i am rahul shamram i am fine so the problem is that street light 1 hafte se band hai Railway Station Road me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am reporting an issue that paani sadak par beh raha hai pipe leak hone ki wajah se,Water Department,Water Supply,Water Pipeline Leakage,HIGH
"good morning sir, large deep potholes on main road near Connaught Place causing accidents",Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
large deep potholes on main road near Vasant Kunj causing accidents,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am rahul shamram i am fine so the problem is that traffic signal lights not working at major intersection near Vasant Kunj,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
power supply has been out in Model Town for more than 3 hours,Electricity Department,Electricity,Power Outage,HIGH
"hi assistant i am fine, traffic light kharab hai near Model Town chowk",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
electric pole near Connaught Place is leaning dangerously and about to fall,Electricity Department,Electricity,Damaged Electric Pole,HIGH
hello sir my name is rahul and ganda paani aa raha hai tap me Model Town ke andar,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
"hello sir my name is rahul and malaria aur dengue ke case badh rahe hain Railway Station Road me, fogging karo",Public Health Department,Public Health,Vector Disease Control,HIGH
"hi assistant i am fine, electric pole near Sector 17 is leaning dangerously and about to fall",Electricity Department,Electricity,Damaged Electric Pole,HIGH
"good morning sir, kachra 4 din se nahi uthaya gaya hai Railway Station Road se",Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
i am reporting an issue that streetlight pole broken and light fixture hanging near Dwarka Sector 10,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
i am rahul shamram i am fine so the problem is that transformer se spark nikal raha hai near Railway Station Road market,Electricity Department,Electricity,Transformer Sparking,CRITICAL
bhai listen traffic light kharab hai near Karol Bagh chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"hi assistant i am fine, community waste bin overflowing near model town",Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
there is sewage overflowing from the chamber onto the walking path in Vasant Kunj,Sanitation Department,Sanitation,Sewage Overflow,HIGH
in our area bus stop shelter shade damaged and rusted near Railway Station Road,Municipal Transport Department,Transport,Bus Stop Damage,LOW
electricity transformer near Karol Bagh is sparking violently and emitting smoke,Electricity Department,Electricity,Transformer Sparking,CRITICAL
entire stretch of road near Civil Lines is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
in our area large deep potholes on main road near karol bagh causing accidents,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am reporting an issue that broken water pipeline is flooding the street in Karol Bagh,Water Department,Water Supply,Water Pipeline Leakage,HIGH
in our area bus stop shelter shade damaged and rusted near dwarka sector 10,Municipal Transport Department,Transport,Bus Stop Damage,LOW
"hi assistant i am fine, stagnant water pool near Railway Station Road becoming mosquito breeding ground",Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
i am rahul shamram i am fine so the problem is that garbage has not been collected from Vasant Kunj for 3 days,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
in our area bus stop shelter shade damaged and rusted near Sector 17,Municipal Transport Department,Transport,Bus Stop Damage,LOW
severe waterlogging in Model Town after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
i am reporting an issue that electricity transformer near Railway Station Road is sparking violently and emitting smoke,Electricity Department,Electricity,Transformer Sparking,CRITICAL
in our area big pothole on main road causing accidents and damage to vehicles,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"hi assistant i am fine, sewage line overflowing near Civil Lines creating unsanitary conditions",Sanitation Department,Sanitation,Sewage Overflow,HIGH
in our area bimari phail rahi hai please health department ko bhejo connaught place me,Public Health Department,Public Health,Disease Outbreak,HIGH
bhai listen nali overflow kar rahi hai Civil Lines ke raste pe,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
hello sir my name is rahul and there are large potholes on the road making driving very dangerous,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
i am reporting an issue that fumigation and mosquito fogging required urgently in Civil Lines,Public Health Department,Public Health,Vector Disease Control,HIGH
i am reporting an issue that dengue phail raha hai please fogging lagwao area me,Public Health Department,Public Health,Vector Disease Control,HIGH
live electrical wire fallen on road near Lajpat Nagar,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am reporting an issue that streetlights turned off on main road near Connaught Place for 2 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
kachra 4 din se nahi uthaya gaya hai Karol Bagh se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
hello sir my name is rahul and live electrical wire fallen on road near Rohini Sector 7,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
i am rahul shamram i am fine so the problem is that sewage manhole overflow causing smell and filth on pavement near Model Town,Sanitation Department,Sanitation,Sewage Overflow,HIGH
bhai listen street light 1 hafte se band hai Vasant Kunj me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
dengue phail raha hai please fogging lagwao area me,Public Health Department,Public Health,Vector Disease Control,HIGH
bijli 6 ghante se nahi hai Civil Lines me,Electricity Department,Electricity,Power Outage,HIGH
in our area traffic light kharab hai near dwarka sector 10 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"good morning sir, there is sewage overflowing from the chamber onto the walking path in Karol Bagh",Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, entire stretch of road near Rohini Sector 7 is pitch dark at night",Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
i am rahul shamram i am fine so the problem is that fever cases increasing in Vasant Kunj suspected dengue mosquito infestation,Public Health Department,Public Health,Disease Outbreak,HIGH
live electrical wire fallen on road near Karol Bagh,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
"hi assistant i am fine, urgent fogging required near Lajpat Nagar due to mosquito menace and dengue threat",Public Health Department,Public Health,Vector Disease Control,HIGH
bhai listen entire stretch of road near Rohini Sector 7 is pitch dark at night,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
"good morning sir, mosquito se dengue ho raha hai area me fogging ki zaroorat hai",Public Health Department,Public Health,Vector Disease Control,HIGH
i am rahul shamram i am fine so the problem is that streetlights turned off on main road near Dwarka Sector 10 for 4 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
"good morning sir, nali overflow kar rahi hai Rohini Sector 7 ke raste pe",Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
community waste bin overflowing near Connaught Place,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"hi assistant i am fine, sewage manhole overflow causing smell and filth on pavement near Civil Lines",Sanitation Department,Sanitation,Sewage Overflow,HIGH
hello sir my name is rahul and sewage ka paani raste pe beh raha hai near Dwarka Sector 10,Sanitation Department,Sanitation,Sewage Overflow,HIGH
"good morning sir, traffic signal lights not working at major intersection near Sector 17",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
i am reporting an issue that kachra 4 din se nahi uthaya gaya hai Vasant Kunj se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
bhai listen street light 1 hafte se band hai Vasant Kunj me,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
bhai listen streetlights turned off on main road near Sector 17 for 5 nights,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
i am rahul shamram i am fine so the problem is that huge pile of uncollected trash dumped openly near Dwarka Sector 10,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
"hi assistant i am fine, stagnant water pool near lajpat nagar becoming mosquito breeding ground",Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
bhai listen kachra 4 din se nahi uthaya gaya hai Sector 17 se,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
large deep potholes on main road near Model Town causing accidents,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"hi assistant i am fine, sewage manhole overflow causing smell and filth on pavement near Vasant Kunj",Sanitation Department,Sanitation,Sewage Overflow,HIGH
"paani ki supply bilkul band hai civil lines me, please help karo",Water Department,Water Supply,No Water Supply,HIGH
"good morning sir, bijli 6 ghante se nahi hai Rohini Sector 7 me",Electricity Department,Electricity,Power Outage,HIGH
"hi assistant i am fine, transformer se spark nikal raha hai near sector 17 market",Electricity Department,Electricity,Transformer Sparking,CRITICAL
hello sir my name is rahul and the main road has huge deep potholes near connaught place,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
bhai listen tap se ganda paani aa raha hai,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
hello sir my name is rahul and electric pole near Vasant Kunj is leaning dangerously and about to fall,Electricity Department,Electricity,Damaged Electric Pole,HIGH
severe waterlogging in Vasant Kunj after light rain due to choked drains,Municipal Drainage Department,Drainage,Waterlogging,HIGH
bhai listen traffic light kharab hai near Dwarka Sector 10 chowk,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
open manhole on main road near connaught place poses severe danger to pedestrians,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
in our area bijli 6 ghante se nahi hai Rohini Sector 7 me,Electricity Department,Electricity,Power Outage,HIGH
traffic signal lights not working at major intersection near Railway Station Road,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
"good morning sir, stormwater drain is completely clogged with silt near Karol Bagh",Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
