text,department,category,subcategory,priority
Streetlight pole broken and light fixture hanging near Connaught Place.,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
garbage has not been collected from rajouri garden for 10 days.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
sewage ka paani raste pe beh raha hai near Chandni Chowk.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
Door-to-door sanitation truck hasn't visited Dwarka Sector 10 this week.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
STRAY DOGS AGGRESSIVENESS CAUSING SAFETY FEAR NEAR MAYUR VIHAR PHASE 1 PARK.,Public Health Department,Public Health,Food Hygiene Violation,MEDIUM
light pole toota hua hai near connaught place park.,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
Sewage line overflowing near Civil Lines creating unsanitary conditions.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
Urgent mosquito spray drive needed in Model Town due to malaria outbreak risk.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
Drainage gutter overflow inundating street water in Railway Station Road.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
Unannounced power cuts every 2 hours in GT Road during peak summer.,Electricity Department,Electricity,Low Voltage Issue,MEDIUM
"Street lights remain turned on during daytime near Connaught Place, wasting electricity.",Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
transformer se spark nikal raha hai near Rajouri Garden market.,Electricity Department,Electricity,Power Outage,HIGH
Road construction work near Vasant Kunj has been left incomplete for months.,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
Public sanitation facility in Dwarka Sector 10 lacks water and cleanliness.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
Electric pole near Rajouri Garden is leaning dangerously and about to fall.,Electricity Department,Electricity,Transformer Sparking,CRITICAL
Open manhole on main road near Chandni Chowk poses severe danger to pedestrians.,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
complete blackout in ring road junction locality since tuesday night.,Electricity Department,Electricity,Transformer Sparking,CRITICAL
"Water pipeline is leaking heavily near Saket Block C, wasting clean water.",Water Department,Water Supply,Water Meter Defect,LOW
Huge pile of uncollected trash dumped openly near Model Town corner.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
"street lights remain turned on during daytime near civil lines, wasting electricity.",Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
drainage gutter overflow inundating street water in lajpat nagar.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
High voltage surge burnt electrical appliances in Vasant Kunj.,Electricity Department,Electricity,Transformer Sparking,CRITICAL
machhar bohot ho gaye hain stagnant water ke wajah se Model Town me.,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
Drainage gutter overflow inundating street water in Ring Road Junction.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
kachra 4 din se nahi uthaya gaya hai lajpat nagar se.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
Stagnant water pool near Mayur Vihar Phase 1 becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
Our taps have been completely dry since this morning.,Water Department,Water Supply,Water Meter Defect,LOW
Stagnant water pool near Saket Block C becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
Garbage has not been collected from Mayur Vihar Phase 1 for 5 days.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
rotting organic waste creating intense stench near civil lines main market.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
"road ki condition bahut kharab hai pitampura me, accident ho rahe hain.",Public Works Department,Roads / PWD,Broken Footpath,LOW
"Water pipeline is leaking heavily near Kashmere Gate, wasting clean water.",Water Department,Water Supply,Water Meter Defect,LOW
The road condition near Lajpat Nagar is extremely bad and damaged.,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
Tar layer has worn off completely near Saket Block C making riding difficult.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
"open manhole hai road pe near Preet Vihar, kisi ka accident ho sakta hai.",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
Severe waterlogging in Rajouri Garden after light rain due to choked drains.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"traffic light kharab hai near Chandni Chowk chowk, jam lag raha hai.",Municipal Transport Department,Transport,Bus Stop Damage,LOW
"voltage bohot low hai pitampura me, fan bhi nahi chal raha.",Electricity Department,Electricity,Damaged Electric Pole,HIGH
Huge pile of uncollected trash dumped openly near GT Road corner.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"street light 1 hafte se band hai Railway Station Road me, andhera rehta hai.",Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
Main junction near Vasant Kunj has huge potholes damaging vehicles daily.,Public Works Department,Roads / PWD,Broken Footpath,LOW
ROTTING ORGANIC WASTE CREATING INTENSE STENCH NEAR VASANT KUNJ MAIN MARKET.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"fogging karwao GT Road area me, dengue cases badh rahe hain.",Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
Tar layer has worn off completely near Railway Station Road making riding difficult.,Public Works Department,Roads / PWD,Broken Footpath,LOW
Electricity transformer near Connaught Place is sparking violently and emitting smoke.,Electricity Department,Electricity,Power Outage,HIGH
open manhole on main road near vasant kunj poses severe danger to pedestrians.,Public Works Department,Roads / PWD,Broken Footpath,LOW
The road condition near Pitampura is extremely bad and damaged.,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
Urgent mosquito spray drive needed in Lajpat Nagar due to malaria outbreak risk.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
Our taps have been completely dry since this morning.,Water Department,Water Supply,Water Pipeline Leakage,HIGH
Electricity transformer near Sector 17 is sparking violently and emitting smoke.,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
"Street lights remain turned on during daytime near Pitampura, wasting electricity.",Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
Rotting organic waste creating intense stench near Chandni Chowk main market.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
Sewage and drain water entering houses in Rajouri Garden locality.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
Stormwater drain is completely clogged with silt near Railway Station Road.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"bhai Preet Vihar ke paas rasta poora toota hua hai, pothole hain bohot.",Public Works Department,Roads / PWD,Broken Footpath,LOW
overflowing sewage chamber creating severe health hazard near saket block c residential flats.,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
"voltage bohot low hai Dwarka Sector 10 me, fan bhi nahi chal raha.",Electricity Department,Electricity,Low Voltage Issue,MEDIUM
The road condition near Railway Station Road is extremely bad and damaged.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
"fogging karwao Rohini Sector 7 area me, dengue cases badh rahe hain.",Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
Traffic signal lights not working at major intersection near Pitampura.,Municipal Transport Department,Transport,Public Transport Facility,LOW
WATER PIPE LEAK HO GAYA HAI CONNAUGHT PLACE MARKET KE PAAS.,Water Department,Water Supply,No Water Supply,HIGH
Unannounced power cuts every 2 hours in Rohini Sector 7 during peak summer.,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
Bus stop shelter shade damaged and rusted near Janakpuri.,Municipal Transport Department,Transport,Bus Stop Damage,LOW
Damaged bus shelter bench near Janakpuri causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
Electricity transformer near Vasant Kunj is sparking violently and emitting smoke.,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
Main water supply pipeline damaged during road work in Kashmere Gate.,Water Department,Water Supply,Low Water Pressure,MEDIUM
waste bin overflow kar raha hai near pitampura colony.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
Asphalt has caved in near Lajpat Nagar creating a dangerous road depression.,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
High voltage surge burnt electrical appliances in Civil Lines.,Electricity Department,Electricity,Power Outage,HIGH
Stray dogs aggressiveness causing safety fear near Saket Block C park.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
Electricity transformer near Janakpuri is sparking violently and emitting smoke.,Electricity Department,Electricity,Low Voltage Issue,MEDIUM
Streetlight pole broken and light fixture hanging near Sector 17.,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
Streetlights turned off on main road near Dwarka Sector 10 for 2 nights.,Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
ELECTRIC POLE NEAR ROHINI SECTOR 7 IS LEANING DANGEROUSLY AND ABOUT TO FALL.,Electricity Department,Electricity,Transformer Sparking,CRITICAL
light pole toota hua hai near GT Road park.,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
traffic signal blinking red continuously at Kashmere Gate intersection.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
urgent mosquito spray drive needed in vasant kunj due to malaria outbreak risk.,Public Health Department,Public Health,Vector Disease Control,HIGH
light pole toota hua hai near rajouri garden park.,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
Public toilet near Karol Bagh is extremely filthy and not cleaned for weeks.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
Road is completely dug up near Karol Bagh and no barricades put.,Public Works Department,Roads / PWD,Broken Footpath,LOW
asphalt has caved in near rohini sector 7 creating a dangerous road depression.,Public Works Department,Roads / PWD,Broken Footpath,LOW
Pest infestation and open unhygienic waste near Railway Station Road food market.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
"fogging karwao rohini sector 7 area me, dengue cases badh rahe hain.",Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
footpath broken hai near Chandni Chowk station area.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
Streetlights turned off on main road near Sector 17 for 3 nights.,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
Footpath is broken and paved tiles are missing near Karol Bagh.,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
Stormwater drain is completely clogged with silt near Dwarka Sector 10.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
There is a major water shortage in our colony near Pitampura.,Water Department,Water Supply,Water Meter Defect,LOW
Huge pile of uncollected trash dumped openly near Dwarka Sector 10 corner.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
The road condition near Pitampura is extremely bad and damaged.,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
Public toilet near Model Town is extremely filthy and not cleaned for weeks.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
water has stopped coming in chandni chowk since tuesday.,Water Department,Water Supply,No Water Supply,HIGH
waste bin overflow kar raha hai near Preet Vihar colony.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
"street light 1 hafte se band hai lajpat nagar me, andhera rehta hai.",Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
Community waste bin overflowing near Janakpuri attracting flies and stray animals.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
Overflowing sewage chamber creating severe health hazard near Janakpuri residential flats.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
The road condition near Preet Vihar is extremely bad and damaged.,Public Works Department,Roads / PWD,Broken Footpath,LOW
"voltage bohot low hai Rajouri Garden me, fan bhi nahi chal raha.",Electricity Department,Electricity,Low Voltage Issue,MEDIUM
GUTTER BLOCKED NEAR VASANT KUNJ MARKET AREA.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
garbage dump ho raha hai open space me near Connaught Place.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
Clogged stormwater channel causing 2 feet water accumulation in Lajpat Nagar.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
Severe waterlogging in Janakpuri after light rain due to choked drains.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
SEVERE WATERLOGGING IN PREET VIHAR AFTER LIGHT RAIN DUE TO CHOKED DRAINS.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
Huge pile of uncollected trash dumped openly near Kashmere Gate corner.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
Door-to-door sanitation truck hasn't visited Rajouri Garden this week.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
Electricity transformer near Model Town is sparking violently and emitting smoke.,Electricity Department,Electricity,Power Outage,HIGH
bus stop shelter shade damaged and rusted near pitampura.,Municipal Transport Department,Transport,Public Transport Facility,LOW
Asphalt has caved in near Chandni Chowk creating a dangerous road depression.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
live electrical wire raste pe gira hua hai near Civil Lines.,Electricity Department,Electricity,Damaged Electric Pole,HIGH
High voltage surge burnt electrical appliances in Model Town.,Electricity Department,Electricity,Transformer Sparking,CRITICAL
"voltage bohot low hai Sector 17 me, fan bhi nahi chal raha.",Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
Non-functional street lamps along main highway stretch near Kashmere Gate.,Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
community waste bin overflowing near pitampura attracting flies and stray animals.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
Stray dogs aggressiveness causing safety fear near Saket Block C park.,Public Health Department,Public Health,Food Hygiene Violation,MEDIUM
Stray dogs aggressiveness causing safety fear near Model Town park.,Public Health Department,Public Health,Vector Disease Control,HIGH
SEWAGE LINE OVERFLOWING NEAR RING ROAD JUNCTION CREATING UNSANITARY CONDITIONS.,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
No drinking water available in Kashmere Gate for 4 consecutive days.,Water Department,Water Supply,Water Meter Defect,LOW
Complete blackout in Saket Block C locality since yesterday night.,Electricity Department,Electricity,Power Outage,HIGH
"Water pipeline is leaking heavily near Pitampura, wasting clean water.",Water Department,Water Supply,Water Meter Defect,LOW
dark street near Vasant Kunj making it unsafe for women at night.,Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
Stormwater drain is completely clogged with silt near Civil Lines.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
Entire stretch of road near Rajouri Garden is pitch dark at night creating safety hazard.,Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
Stormwater drain is completely clogged with silt near Mayur Vihar Phase 1.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
Community waste bin overflowing near Dwarka Sector 10 attracting flies and stray animals.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"voltage bohot low hai Mayur Vihar Phase 1 me, fan bhi nahi chal raha.",Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
transformer se spark nikal raha hai near ring road junction market.,Electricity Department,Electricity,Power Outage,HIGH
nali overflow kar rahi hai Preet Vihar ke raste pe.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"traffic light kharab hai near Civil Lines chowk, jam lag raha hai.",Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
Stagnant water pool near Dwarka Sector 10 becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
garbage dump ho raha hai open space me near Vasant Kunj.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
Clogged stormwater channel causing 2 feet water accumulation in GT Road.,Municipal Drainage Department,Drainage,Clogged Gutter,MEDIUM
Traffic signal lights not working at major intersection near Sector 17.,Municipal Transport Department,Transport,Bus Stop Damage,LOW
There is a major water shortage in our colony near GT Road.,Water Department,Water Supply,No Water Supply,HIGH
"PAANI KI SUPPLY BILKUL BAND HAI MAYUR VIHAR PHASE 1 ME, PLEASE HELP KARO.",Water Department,Water Supply,Water Pipeline Leakage,HIGH
Frequent voltage fluctuations and power cuts in Connaught Place area.,Electricity Department,Electricity,Exposed Electrical Hazard,CRITICAL
Severe foul odor coming from unmaintained public restroom near Karol Bagh.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
high voltage surge burnt electrical appliances in kashmere gate.,Electricity Department,Electricity,Low Voltage Issue,MEDIUM
Bus stop shelter shade damaged and rusted near Ring Road Junction.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
stray dogs aggressiveness causing safety fear near karol bagh park.,Public Health Department,Public Health,Food Hygiene Violation,MEDIUM
Community waste bin overflowing near Rohini Sector 7 attracting flies and stray animals.,Sanitation & Waste Department,Waste Management,Irregular Door-to-Door Collection,LOW
dark street near Civil Lines making it unsafe for women at night.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
Public toilet near Pitampura is extremely filthy and not cleaned for weeks.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
Stagnant water pool near Rajouri Garden becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Vector Disease Control,HIGH
Large deep potholes on main road near Mayur Vihar Phase 1 causing accidents.,Public Works Department,Roads / PWD,Broken Footpath,LOW
Damaged bus shelter bench near Model Town causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
water pipe leak ho gaya hai Karol Bagh market ke paas.,Water Department,Water Supply,No Water Supply,HIGH
our taps have been completely dry since tuesday.,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
Road is completely dug up near Model Town and no barricades put.,Public Works Department,Roads / PWD,Broken Footpath,LOW
Large deep potholes on main road near Civil Lines causing accidents.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
transformer se spark nikal raha hai near Saket Block C market.,Electricity Department,Electricity,Damaged Electric Pole,HIGH
"traffic light kharab hai near GT Road chowk, jam lag raha hai.",Municipal Transport Department,Transport,Bus Stop Damage,LOW
DAMAGED BUS SHELTER BENCH NEAR GT ROAD CAUSING INCONVENIENCE TO ELDERLY COMMUTERS.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
damaged bus shelter bench near karol bagh causing inconvenience to elderly commuters.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
There is a major water shortage in our colony near Chandni Chowk.,Water Department,Water Supply,Low Water Pressure,MEDIUM
nali overflow kar rahi hai preet vihar ke raste pe.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
"bhai Railway Station Road ke paas rasta poora toota hua hai, pothole hain bohot.",Public Works Department,Roads / PWD,Broken Footpath,LOW
Community waste bin overflowing near Rohini Sector 7 attracting flies and stray animals.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
waste bin overflow kar raha hai near Rohini Sector 7 colony.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
"Street lights remain turned on during daytime near Preet Vihar, wasting electricity.",Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
Rotting organic waste creating intense stench near Lajpat Nagar main market.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
ganda paani aa raha hai tap me Chandni Chowk ke andar.,Water Department,Water Supply,Low Water Pressure,MEDIUM
severe foul odor coming from unmaintained public restroom near civil lines.,Sanitation Department,Sanitation,Sewage Overflow,HIGH
kachra 4 din se nahi uthaya gaya hai mayur vihar phase 1 se.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"Road ki condition bahut kharab hai Pitampura me, accident ho rahe hain.",Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
streetlights turned off on main road near sector 17 for 4 nights.,Electrical & Lighting Department,Street Lighting,Daytime Light On,LOW
streetlights turned off on main road near railway station road for 4 nights.,Electrical & Lighting Department,Street Lighting,Broken Lamp Pole,MEDIUM
Stormwater drain is completely clogged with silt near Mayur Vihar Phase 1.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
NO PROPER BUS SEATING SHED OR DISPLAY BOARD AT SECTOR 17 STOP.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
ganda paani aa raha hai tap me Janakpuri ke andar.,Water Department,Water Supply,Water Meter Defect,LOW
"bhai Kashmere Gate ke paas rasta poora toota hua hai, pothole hain bohot.",Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
"PAANI KI SUPPLY BILKUL BAND HAI PITAMPURA ME, PLEASE HELP KARO.",Water Department,Water Supply,No Water Supply,HIGH
bus stand ka shed toota hua hai near GT Road.,Municipal Transport Department,Transport,Bus Stop Damage,LOW
clogged stormwater channel causing 2 feet water accumulation in mayur vihar phase 1.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
Pipeline burst near Model Town causing heavy water leakage on road.,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
kachra 4 din se nahi uthaya gaya hai Karol Bagh se.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
no drinking water available in lajpat nagar for 4 consecutive days.,Water Department,Water Supply,Water Pipeline Leakage,HIGH
The road condition near Connaught Place is extremely bad and damaged.,Public Works Department,Roads / PWD,Dangerous Pothole,HIGH
"traffic light kharab hai near pitampura chowk, jam lag raha hai.",Municipal Transport Department,Transport,Bus Stop Damage,LOW
Stormwater drain is completely clogged with silt near Vasant Kunj.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
DARK STREET NEAR SAKET BLOCK C MAKING IT UNSAFE FOR WOMEN AT NIGHT.,Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
"Water pressure is extremely low in Chandni Chowk, cannot fill top tank.",Water Department,Water Supply,No Water Supply,HIGH
No drinking water available in Rajouri Garden for 5 consecutive days.,Water Department,Water Supply,Water Meter Defect,LOW
"Road ki condition bahut kharab hai Janakpuri me, accident ho rahe hain.",Public Works Department,Roads / PWD,Broken Footpath,LOW
bus stand ka shed toota hua hai near lajpat nagar.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
garbage dump ho raha hai open space me near Chandni Chowk.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
"bhai preet vihar ke paas rasta poora toota hua hai, pothole hain bohot.",Public Works Department,Roads / PWD,Broken Footpath,LOW
garbage dump ho raha hai open space me near Railway Station Road.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
Open manhole on main road near Ring Road Junction poses severe danger to pedestrians.,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
Overflowing sewage chamber creating severe health hazard near Chandni Chowk residential flats.,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
Stray dogs aggressiveness causing safety fear near Vasant Kunj park.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
gutter blocked near Karol Bagh market area.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
There is a major water shortage in our colony near Mayur Vihar Phase 1.,Water Department,Water Supply,Contaminated / Dirty Water,HIGH
Stormwater drain is completely clogged with silt near Karol Bagh.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
sanitation condition is very bad near Civil Lines market area.,Sanitation Department,Sanitation,Foul Smell / Unsanitary Area,MEDIUM
garbage dump ho raha hai open space me near Rohini Sector 7.,Sanitation & Waste Department,Waste Management,Garbage Dustbin Overflow,MEDIUM
"bhai civil lines ke paas rasta poora toota hua hai, pothole hain bohot.",Public Works Department,Roads / PWD,Broken Footpath,LOW
sanitation condition is very bad near Connaught Place market area.,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
Public sanitation facility in Dwarka Sector 10 lacks water and cleanliness.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
Severe waterlogging in Ring Road Junction after light rain due to choked drains.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
water comes for only 10 minutes in the morning with very poor pressure at connaught place.,Water Department,Water Supply,No Water Supply,HIGH
traffic signal blinking red continuously at Sector 17 intersection.,Municipal Transport Department,Transport,Illegal Bus Parking,MEDIUM
fumigation and mosquito fogging required urgently in lajpat nagar area.,Public Health Department,Public Health,Vector Disease Control,HIGH
Water has stopped coming in Rohini Sector 7 since Monday.,Water Department,Water Supply,No Water Supply,HIGH
Open manhole on main road near Ring Road Junction poses severe danger to pedestrians.,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
Pipeline burst near Mayur Vihar Phase 1 causing heavy water leakage on road.,Water Department,Water Supply,Water Meter Defect,LOW
gutter blocked near GT Road market area.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
severe waterlogging in karol bagh after light rain due to choked drains.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
"voltage bohot low hai connaught place me, fan bhi nahi chal raha.",Electricity Department,Electricity,Low Voltage Issue,MEDIUM
Power transformer overloaded and sparking near Mayur Vihar Phase 1 residential block.,Electricity Department,Electricity,Low Voltage Issue,MEDIUM
sanitation condition is very bad near Ring Road Junction market area.,Sanitation Department,Sanitation,Public Toilet Cleaning,MEDIUM
Road is completely dug up near Rajouri Garden and no barricades put.,Public Works Department,Roads / PWD,Incomplete Road Construction,MEDIUM
waste bin overflow kar raha hai near rajouri garden colony.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
Severe foul odor coming from unmaintained public restroom near Connaught Place.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
bhai hamare area railway station road me 3 din se paani nahi aa raha hai.,Water Department,Water Supply,Low Water Pressure,MEDIUM
Tar layer has worn off completely near Saket Block C making riding difficult.,Public Works Department,Roads / PWD,Open Manhole Hazard,CRITICAL
nali overflow kar rahi hai Dwarka Sector 10 ke raste pe.,Municipal Drainage Department,Drainage,Drainage Overflow,HIGH
Electricity transformer near Chandni Chowk is sparking violently and emitting smoke.,Electricity Department,Electricity,Low Voltage Issue,MEDIUM
"street light 1 hafte se band hai pitampura me, andhera rehta hai.",Electrical & Lighting Department,Street Lighting,Dark Road Safety Concern,HIGH
Pipeline burst near Karol Bagh causing heavy water leakage on road.,Water Department,Water Supply,Low Water Pressure,MEDIUM
gutter blocked near Kashmere Gate market area.,Municipal Drainage Department,Drainage,Stormwater Drain Blockage,HIGH
Rotting organic waste creating intense stench near Rohini Sector 7 main market.,Sanitation & Waste Department,Waste Management,Open Waste Dumping,MEDIUM
MACHHAR BOHOT HO GAYE HAIN STAGNANT WATER KE WAJAH SE GT ROAD ME.,Public Health Department,Public Health,Vector Disease Control,HIGH
waste bin overflow kar raha hai near GT Road colony.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
Stormwater drain is completely clogged with silt near Ring Road Junction.,Municipal Drainage Department,Drainage,Waterlogging,HIGH
bhai hamare area saket block c me 3 din se paani nahi aa raha hai.,Water Department,Water Supply,No Water Supply,HIGH
public toilet bahut ganda hai near Kashmere Gate bus stand.,Sanitation Department,Sanitation,Public Sanitation Nuisance,MEDIUM
Dirty brown water is coming from the tap in Rajouri Garden.,Water Department,Water Supply,Low Water Pressure,MEDIUM
Stagnant water pool near Chandni Chowk becoming mosquito breeding ground for dengue.,Public Health Department,Public Health,Stray Animal Nuisance,MEDIUM
light pole toota hua hai near dwarka sector 10 park.,Electrical & Lighting Department,Street Lighting,Streetlight Off,MEDIUM
Pest infestation and open unhygienic waste near Kashmere Gate food market.,Public Health Department,Public Health,Mosquito Breeding Hazard,HIGH
huge pile of uncollected trash dumped openly near pitampura corner.,Sanitation & Waste Department,Waste Management,Uncollected Garbage,MEDIUM
Stray dogs aggressiveness causing safety fear near Preet Vihar park.,Public Health Department,Public Health,Food Hygiene Violation,MEDIUM
Road is completely dug up near Preet Vihar and no barricades put.,Public Works Department,Roads / PWD,Road Repair Needed,MEDIUM
No proper bus seating shed or display board at Rohini Sector 7 stop.,Municipal Transport Department,Transport,Traffic Signal Defect,HIGH
